"","schoolcode","choicepgm","schoolname","sssdistrict","ssslong","ssslat","cutoff","quality","size"
"1003",41001,"General Arts","NANA BRENTU SENIOR HIGH./TECH SCHOOL, ENCHI","Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616,211,245.68,50
"1004",41001,"General Science","NANA BRENTU SENIOR HIGH./TECH SCHOOL, ENCHI","Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616,233,264.272727272727,11
"1005",41001,"Home Economics","NANA BRENTU SENIOR HIGH./TECH SCHOOL, ENCHI","Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616,208,233.1875,16
"1006",41001,"Technical","NANA BRENTU SENIOR HIGH./TECH SCHOOL, ENCHI","Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616,216,235.875,8
"1007",41002,"Agriculture","DADIESO SENIOR HIGH SCHOOL, DADIESO","Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616,214,249.153846153846,13
"1008",41002,"Business","DADIESO SENIOR HIGH SCHOOL, DADIESO","Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616,217,259.117647058824,17
"1009",41002,"General Arts","DADIESO SENIOR HIGH SCHOOL, DADIESO","Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616,217,267.051282051282,39
"1010",41002,"Home Economics","DADIESO SENIOR HIGH SCHOOL, DADIESO","Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616,240,267.555555555556,9
"1011",41101,"Agriculture","DABOASE SENIOR HIGH./TECH SCHOOL, DABOASE","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231,224,253.64,25
"1012",41101,"General Arts","DABOASE SENIOR HIGH./TECH SCHOOL, DABOASE","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231,230,258.566666666667,30
"1013",41101,"General Science","DABOASE SENIOR HIGH./TECH SCHOOL, DABOASE","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231,209,249,14
"1014",41101,"Home Economics","DABOASE SENIOR HIGH./TECH SCHOOL, DABOASE","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231,210,224.642857142857,14
"1015",41101,"Technical","DABOASE SENIOR HIGH./TECH SCHOOL, DABOASE","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231,210,239.6,20
"1016",41102,"Business","MPOHOR SNR SENIOR HIGH. SCHOOL, MPOHOR","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231,200,235.121951219512,41
"1017",41102,"General Arts","MPOHOR SNR SENIOR HIGH. SCHOOL, MPOHOR","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231,205,229.107692307692,65
"1018",41102,"Home Economics","MPOHOR SNR SENIOR HIGH. SCHOOL, MPOHOR","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231,211,232,10
"1019",50101,"Business","ASANTEMAN SENIOR HIGH SCHOOL, BANTAMA","Kumasi Metro",-1.59718716144562,6.68205976486206,340,354.477987421384,159
"1020",50101,"General Arts","ASANTEMAN SENIOR HIGH SCHOOL, BANTAMA","Kumasi Metro",-1.59718716144562,6.68205976486206,351,362.308724832215,149
"1021",50101,"General Science","ASANTEMAN SENIOR HIGH SCHOOL, BANTAMA","Kumasi Metro",-1.59718716144562,6.68205976486206,352,366.244444444444,90
"1022",50101,"Home Economics","ASANTEMAN SENIOR HIGH SCHOOL, BANTAMA","Kumasi Metro",-1.59718716144562,6.68205976486206,329,339.04,50
"1023",50101,"Visual Arts","ASANTEMAN SENIOR HIGH SCHOOL, BANTAMA","Kumasi Metro",-1.59718716144562,6.68205976486206,341,355.62,50
"1024",50102,"Business","ST. LOUIS SENIOR HIGH. SCHOOL, ODOUM","Kumasi Metro",-1.59718716144562,6.68205976486206,389,405.35,40
"1025",50102,"General Arts","ST. LOUIS SENIOR HIGH. SCHOOL, ODOUM","Kumasi Metro",-1.59718716144562,6.68205976486206,382,399.62893081761,159
"1026",50102,"General Science","ST. LOUIS SENIOR HIGH. SCHOOL, ODOUM","Kumasi Metro",-1.59718716144562,6.68205976486206,394,410.470588235294,119
"1027",50102,"Home Economics","ST. LOUIS SENIOR HIGH. SCHOOL, ODOUM","Kumasi Metro",-1.59718716144562,6.68205976486206,388,400.6,20
"1028",50102,"Visual Arts","ST. LOUIS SENIOR HIGH. SCHOOL, ODOUM","Kumasi Metro",-1.59718716144562,6.68205976486206,374,388.157894736842,19
"1029",50103,"General Arts","KUMASI GIRLS SENIOR HIGH. SCHOOL, ABREPO","Kumasi Metro",-1.59718716144562,6.68205976486206,357,369.218181818182,110
"1030",50103,"General Science","KUMASI GIRLS SENIOR HIGH. SCHOOL, ABREPO","Kumasi Metro",-1.59718716144562,6.68205976486206,338,357.909090909091,55
"1031",50103,"Home Economics","KUMASI GIRLS SENIOR HIGH. SCHOOL, ABREPO","Kumasi Metro",-1.59718716144562,6.68205976486206,349,359.090909090909,55
"1032",50103,"Visual Arts","KUMASI GIRLS SENIOR HIGH. SCHOOL, ABREPO","Kumasi Metro",-1.59718716144562,6.68205976486206,324,344.345454545455,55
"1033",50104,"Agriculture","T.I. AHMAD. SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,345,364.475,40
"1034",50104,"Business","T.I. AHMAD. SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,340,362.746153846154,130
"1035",50104,"General Arts","T.I. AHMAD. SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,350,365.386904761905,168
"1036",50104,"General Science","T.I. AHMAD. SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,363,377.4125,80
"1037",50104,"Visual Arts","T.I. AHMAD. SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,351,367.35,40
"1038",50105,"Agriculture","KUMASI ACADEMY, ASOKORE MAMPONG","Kumasi Metro",-1.59718716144562,6.68205976486206,348,364.977777777778,45
"1039",50105,"Business","KUMASI ACADEMY, ASOKORE MAMPONG","Kumasi Metro",-1.59718716144562,6.68205976486206,362,372.815384615385,130
"1040",50105,"General Arts","KUMASI ACADEMY, ASOKORE MAMPONG","Kumasi Metro",-1.59718716144562,6.68205976486206,369,377.819047619048,105
"1041",50105,"General Science","KUMASI ACADEMY, ASOKORE MAMPONG","Kumasi Metro",-1.59718716144562,6.68205976486206,369,380.3125,80
"1042",50105,"Home Economics","KUMASI ACADEMY, ASOKORE MAMPONG","Kumasi Metro",-1.59718716144562,6.68205976486206,344,356.155555555556,45
"1043",50105,"Visual Arts","KUMASI ACADEMY, ASOKORE MAMPONG","Kumasi Metro",-1.59718716144562,6.68205976486206,361,371.933333333333,45
"1044",50106,"Business","OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO","Kumasi Metro",-1.59718716144562,6.68205976486206,328,345.58389261745,149
"1045",50106,"General Arts","OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO","Kumasi Metro",-1.59718716144562,6.68205976486206,334,347.345,200
"1046",50106,"General Science","OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO","Kumasi Metro",-1.59718716144562,6.68205976486206,310,340.162962962963,135
"1047",50106,"Home Economics","OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO","Kumasi Metro",-1.59718716144562,6.68205976486206,324,337,40
"1048",50106,"Visual Arts","OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO","Kumasi Metro",-1.59718716144562,6.68205976486206,321,339.35,80
"1049",50107,"Agriculture","ANGLICAN SENIOR HIGH SCHOOL, ASEM-KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,361,373.675,40
"1050",50107,"Business","ANGLICAN SENIOR HIGH SCHOOL, ASEM-KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,369,381.785185185185,135
"1051",50107,"General Arts","ANGLICAN SENIOR HIGH SCHOOL, ASEM-KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,375,386.177777777778,135
"1052",50107,"General Science","ANGLICAN SENIOR HIGH SCHOOL, ASEM-KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,379,391.708955223881,134
"1053",50107,"Home Economics","ANGLICAN SENIOR HIGH SCHOOL, ASEM-KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,350,365.6,30
"1054",50107,"Visual Arts","ANGLICAN SENIOR HIGH SCHOOL, ASEM-KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,366,377.7,70
"1055",50108,"Business","PREMPEH COLLEGE, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,374,395.846666666667,150
"1056",50108,"General Arts","PREMPEH COLLEGE, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,374,393.493333333333,150
"1057",50108,"General Science","PREMPEH COLLEGE, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,387,410.896,250
"1058",50108,"Visual Arts","PREMPEH COLLEGE, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,385,400.44,50
"1059",50109,"Business","TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,306,329.2,120
"1060",50109,"General Arts","TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,327,342.09243697479,119
"1061",50109,"General Science","TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,311,342.381818181818,110
"1062",50109,"Home Economics","TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,300,320.6,50
"1063",50109,"Technical","TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,290,316.7,50
"1064",50109,"Visual Arts","TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,332,352.22,50
"1065",50110,"Business","OPOKU WARE SENIOR HIGH. SCHOOL, SANTASI","Kumasi Metro",-1.59718716144562,6.68205976486206,387,403.641666666667,120
"1066",50110,"General Arts","OPOKU WARE SENIOR HIGH. SCHOOL, SANTASI","Kumasi Metro",-1.59718716144562,6.68205976486206,390,403.166666666667,120
"1067",50110,"General Science","OPOKU WARE SENIOR HIGH. SCHOOL, SANTASI","Kumasi Metro",-1.59718716144562,6.68205976486206,402,420.13,200
"1068",50111,"Agriculture","KUMASI HIGH SCHOOL, ATONSU GYENASE","Kumasi Metro",-1.59718716144562,6.68205976486206,319,344.6,45
"1069",50111,"Business","KUMASI HIGH SCHOOL, ATONSU GYENASE","Kumasi Metro",-1.59718716144562,6.68205976486206,335,355.233576642336,137
"1070",50111,"General Arts","KUMASI HIGH SCHOOL, ATONSU GYENASE","Kumasi Metro",-1.59718716144562,6.68205976486206,335,353.375,136
"1071",50111,"General Science","KUMASI HIGH SCHOOL, ATONSU GYENASE","Kumasi Metro",-1.59718716144562,6.68205976486206,327,355.525925925926,135
"1072",50111,"Visual Arts","KUMASI HIGH SCHOOL, ATONSU GYENASE","Kumasi Metro",-1.59718716144562,6.68205976486206,346,358.977777777778,45
"1073",50112,"Business","KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,302,323.724832214765,149
"1074",50112,"General Science","KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,316,334,50
"1075",50112,"Home Economics","KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,293,312.32,50
"1076",50112,"Technical","KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,304,327.526666666667,150
"1077",50112,"Visual Arts","KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,309,325.76,100
"1078",50113,"Agriculture","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,327,344.355555555556,45
"1079",50113,"Business","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,348,361.366666666667,60
"1080",50113,"General Arts","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,355,365.866666666667,60
"1081",50113,"General Science","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,351,369.377777777778,45
"1082",50113,"Home Economics","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,316,331.871428571429,70
"1083",50113,"Technical","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,307,330.03,200
"1084",50113,"Visual Arts","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,333,345.542857142857,70
"1085",50114,"Business","KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,310,335.9375,80
"1086",50114,"General Arts","KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,344,356.875,120
"1087",50114,"General Science","KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,334,360.425,40
"1088",50114,"Home Economics","KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,340,351.5,40
"1089",50114,"Visual Arts","KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,306,330.275,40
"1090",50115,"Business","ADVENTIST SENIOR HIGH SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,302,326.8625,160
"1091",50115,"General Arts","ADVENTIST SENIOR HIGH SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,312,327.815,200
"1092",50115,"General Science","ADVENTIST SENIOR HIGH SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,330,349.42,50
"1093",50115,"Home Economics","ADVENTIST SENIOR HIGH SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,298,313.68,50
"1094",50115,"Visual Arts","ADVENTIST SENIOR HIGH SCHOOL, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,307,322.74,50
"1095",50119,"Agriculture","ST. HUBERT SEM./SENIOR HIGH SCH, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,241,295.058823529412,34
"1096",50119,"Business","ST. HUBERT SEM./SENIOR HIGH SCH, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,278,321.377777777778,45
"1097",50119,"General Arts","ST. HUBERT SEM./SENIOR HIGH SCH, KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,314,348.2,45
"1098",50139,"Business","SERWAA NYARKO GIRLS' SENIOR HIGH., KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,207,282.019867549669,151
"1099",50139,"General Arts","SERWAA NYARKO GIRLS' SENIOR HIGH., KUMASI","Kumasi Metro",-1.59718716144562,6.68205976486206,259,314.721153846154,208
"1100",50201,"Agriculture","YAA ASANTEWAA GIRL'S SENIOR HIGH. SCHOOL, TANOSO","Kumasi Metro",-1.59718716144562,6.68205976486206,346,367.85,20
"1101",50201,"Business","YAA ASANTEWAA GIRL'S SENIOR HIGH. SCHOOL, TANOSO","Kumasi Metro",-1.59718716144562,6.68205976486206,352,377.733333333333,120
"1102",50201,"General Arts","YAA ASANTEWAA GIRL'S SENIOR HIGH. SCHOOL, TANOSO","Kumasi Metro",-1.59718716144562,6.68205976486206,376,394.36875,160
"1103",50201,"General Science","YAA ASANTEWAA GIRL'S SENIOR HIGH. SCHOOL, TANOSO","Kumasi Metro",-1.59718716144562,6.68205976486206,366,392,120
"1104",50201,"Home Economics","YAA ASANTEWAA GIRL'S SENIOR HIGH. SCHOOL, TANOSO","Kumasi Metro",-1.59718716144562,6.68205976486206,375,390.65,40
"1105",50201,"Visual Arts","YAA ASANTEWAA GIRL'S SENIOR HIGH. SCHOOL, TANOSO","Kumasi Metro",-1.59718716144562,6.68205976486206,355,376.692307692308,39
"1106",50202,"Agriculture","TOASE SENIOR HIGH SCHOOL, TOASE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,314,326.68,50
"1107",50202,"Business","TOASE SENIOR HIGH SCHOOL, TOASE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,314,331.54,150
"1108",50202,"General Arts","TOASE SENIOR HIGH SCHOOL, TOASE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,324,336.444,250
"1109",50202,"General Science","TOASE SENIOR HIGH SCHOOL, TOASE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,331,347.26,50
"1110",50202,"Home Economics","TOASE SENIOR HIGH SCHOOL, TOASE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,322,334.26,50
"1111",50202,"Visual Arts","TOASE SENIOR HIGH SCHOOL, TOASE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,321,333.7,50
"1112",50203,"Agriculture","OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,324,340.08,50
"1113",50203,"Business","OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,317,338.62,100
"1114",50203,"General Arts","OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,312,333.708542713568,199
"1115",50203,"General Science","OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,275,326.22,150
"1116",50203,"Visual Arts","OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,325,340.4,50
"1117",50204,"Agriculture","NKAWIE SENIOR HIGH./TECH. SCH, NKAWIE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,272,297.291666666667,120
"1118",50204,"Business","NKAWIE SENIOR HIGH./TECH. SCH, NKAWIE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,293,311.741666666667,120
"1119",50204,"General Arts","NKAWIE SENIOR HIGH./TECH. SCH, NKAWIE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,306,323.75,120
"1120",50204,"Home Economics","NKAWIE SENIOR HIGH./TECH. SCH, NKAWIE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,288,306.7875,80
"1121",50204,"Technical","NKAWIE SENIOR HIGH./TECH. SCH, NKAWIE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,283,299.4875,80
"1122",50204,"Visual Arts","NKAWIE SENIOR HIGH./TECH. SCH, NKAWIE","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,284,303.7125,80
"1123",50205,"Agriculture","MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,263,284.72,50
"1124",50205,"Business","MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,242,271.383333333333,120
"1125",50205,"General Arts","MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,209,267.968253968254,63
"1126",50205,"Home Economics","MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,265,277.04,50
"1127",50205,"Technical","MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,264,283.75,40
"1128",50205,"Visual Arts","MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,265,280.8,50
"1129",50206,"Business","BAREKESE SENIOR HIGH SCHOOL","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,212,259.191666666667,120
"1130",50206,"General Arts","BAREKESE SENIOR HIGH SCHOOL","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,233,267.077777777778,180
"1131",50206,"General Science","BAREKESE SENIOR HIGH SCHOOL","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,210,266.692307692308,39
"1132",50207,"Agriculture","NYINAHIN CATH. SENIOR HIGH. SCHOOL, NYINAHIN","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,223,254.231707317073,82
"1133",50207,"Business","NYINAHIN CATH. SENIOR HIGH. SCHOOL, NYINAHIN","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,217,250.184210526316,76
"1134",50207,"General Arts","NYINAHIN CATH. SENIOR HIGH. SCHOOL, NYINAHIN","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,205,258.094972067039,179
"1135",50301,"Agriculture","S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,320,336.775,40
"1136",50301,"Business","S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,333,350.5375,80
"1137",50301,"General Arts","S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,340,354.975,160
"1138",50301,"General Science","S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,334,353.944444444444,90
"1139",50301,"Home Economics","S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,327,338.1,40
"1140",50301,"Visual Arts","S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,322,338.075,40
"1141",50302,"Business","OPPON MEMORIAL SENIOR HIGH. SCHOOL, KOKOFU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,264,289.98,100
"1142",50302,"General Arts","OPPON MEMORIAL SENIOR HIGH. SCHOOL, KOKOFU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,273,294.873333333333,150
"1143",50302,"General Science","OPPON MEMORIAL SENIOR HIGH. SCHOOL, KOKOFU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,241,280.288888888889,45
"1144",50302,"Home Economics","OPPON MEMORIAL SENIOR HIGH. SCHOOL, KOKOFU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,274,294.825,40
"1145",50303,"Agriculture","JACOBU SENIOR HIGH./TECH. SCHOOL, JACOBU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,243,282.0375,80
"1146",50303,"General Arts","JACOBU SENIOR HIGH./TECH. SCHOOL, JACOBU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,215,281.3125,80
"1147",50303,"Technical","JACOBU SENIOR HIGH./TECH. SCHOOL, JACOBU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,216,270.420289855072,69
"1148",50304,"Business","ST. JOSEPH SENIOR HIGH./TECH. SCHOOL, AHWIREN","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,212,259.849315068493,73
"1149",50304,"General Arts","ST. JOSEPH SENIOR HIGH./TECH. SCHOOL, AHWIREN","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,245,275.1125,80
"1150",50304,"Technical","ST. JOSEPH SENIOR HIGH./TECH. SCHOOL, AHWIREN","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,219,257,38
"1151",50305,"General Arts","BOSOME SENIOR HIGH/TECHNICAL SCH., ASIWA","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,216,264.452380952381,42
"1152",50305,"Home Economics","BOSOME SENIOR HIGH/TECHNICAL SCH., ASIWA","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,233,244.4,10
"1153",50305,"Technical","BOSOME SENIOR HIGH/TECHNICAL SCH., ASIWA","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,215,253.076923076923,13
"1154",50307,"Business","WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,276,302.45,60
"1155",50307,"General Arts","WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,272,300.5,120
"1156",50307,"Home Economics","WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,257,278.883333333333,60
"1157",50307,"Visual Arts","WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,228,263.866666666667,60
"1158",50401,"Business","MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,241,270.105,200
"1159",50401,"General Arts","MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,256,283.19,200
"1160",50401,"General Science","MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,214,260.985294117647,68
"1161",50402,"Business","ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,214,247.533333333333,15
"1162",50402,"General Arts","ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,228,252.944444444444,18
"1163",50402,"Home Economics","ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,217,238.857142857143,7
"1164",50402,"Technical","ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,227,252.307692307692,13
"1165",50403,"Agriculture","MANSO-ADUBIA SENIOR HIGH. SCHOOL, ADUBIA","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,206,249.257142857143,70
"1166",50403,"Business","MANSO-ADUBIA SENIOR HIGH. SCHOOL, ADUBIA","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,219,248.567164179104,67
"1167",50403,"General Arts","MANSO-ADUBIA SENIOR HIGH. SCHOOL, ADUBIA","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,216,254.736842105263,114
"1168",50501,"Agriculture","NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,261,287.14,50
